3	26	---					6e-06
3	27	---					6e-06
3	28	---					6e-06
3	29	---					6e-06
3	30	---					6e-06
3	31	---					6e-06
4	5	---					6e-06
4	6	---					6e-06
4	7	---					6e-06
4	8	---					6e-06
4	9	---					6e-06
4	10	---					6e-06
4	11	---					6e-06
4	12	---					6e-06
4	13	---					6e-06
4	14	---					5e-06
4	15	---					6e-06
4	16	---					6e-06
4	17	---					6e-06
4	18	---					6e-06
4	19	---					6e-06
4	20	---					6e-06
4	21	---					6e-06
4	22	---					6e-06
4	23	---					6e-06
4	24	---					6e-06
4	25	---					6e-06
4	26	---					5e-06
4	27	---					6e-06
4	28	---					6e-06
4	29	---					6e-06
4	30	---					6e-06
4	31	---					6e-06
5	6	---					6e-06
5	7	---					6e-06
5	8	---					6e-06
5	9	---					6e-06
5	10	---					6e-06
5	11	---					6e-06
5	12	---					6e-06
5	13	---					6e-06
5	14	---					6e-06
5	15	---					6e-06
5	16	---					5e-06
5	17	---					6e-06
5	18	---					6e-06
5	19	---					6e-06
5	20	---					6e-06
5	21	---					6e-06
5	22	---					6e-06
5	23	---					6e-06
5	24	---					6e-06
5	25	---					6e-06
5	26	---					6e-06
5	27	---					6e-06
5	28	---					6e-06
5	29	---					6e-06
5	30	---					6e-06
5	31	---					1.2e-05
6	7	---					6e-06
6	8	---					6e-06
6	9	---					6e-06
6	10	---					6e-06
6	11	---					6e-06
6	12	---					6e-06
6	13	---					6e-06
6	14	---					6e-06
6	15	---					6e-06
6	16	---					6e-06
6	17	---					6e-06
6	18	---					6e-06
6	19	---					6e-06
6	20	---					6e-06
6	21	---					6e-06
6	22	---					6e-06
6	23	---					6e-06
6	24	---					6e-06
6	25	---					6e-06
6	26	---					6e-06
6	27	---					5e-06
6	28	---					6e-06
6	29	---					6e-06
6	30	---					6e-06
6	31	---					6e-06
7	8	---					6e-06
7	9	---					6e-06
7	10	---					6e-06
7	11	---					6e-06
7	12	---					6e-06
7	13	---					6e-06
7	14	---					6e-06
7	15	---					6e-06
7	16	---					6e-06
7	17	---					5e-06
7	18	---					6e-06
7	19	---					6e-06
7	20	---					7e-06
7	21	---					6e-06
7	22	---					6e-06
7	23	---					6e-06
7	24	---					6e-06
7	25	---					6e-06
7	26	---					6e-06
7	27	---					6e-06
7	28	---					5e-06
7	29	---					6e-06
7	30	---					6e-06
7	31	---					6e-06
8	9	---					6e-06
8	10	---					6e-06
8	11	---					6e-06
8	12	---					6e-06
8	13	---					6e-06
8	14	---					6e-06
8	15	---					6e-06
8	16	---					6e-06
8	17	---					6e-06
8	18	---					6e-06
8	19	---					6e-06
8	20	---					6e-06
8	21	---					6e-06
8	22	---					6e-06
8	23	---					6e-06
8	24	---					6e-06
8	25	---					6e-06
8	26	---					6e-06
8	27	---					6e-06
8	28	---					6e-06
8	29	---					6e-06
8	30	---					6e-06
8	31	---					6e-06
9	10	---					6e-06
9	11	---					6e-06
9	12	---					6e-06
9	13	---					6e-06
9	14	---					5e-06
9	15	---					6e-06
9	16	---					6e-06
9	17	---					6e-06
9	18	---					6e-06
9	19	---					6e-06
9	20	---					6e-06
9	21	0.0390625	0.289062	1	2	2	9e-06
9	22	---					6e-06
9	23	---					6e-06
9	24	---					5e-06
9	25	---					6e-06
9	26	---					6e-06
9	27	---					6e-06
9	28	---					6e-06
9	29	---					6e-06
9	30	---					6e-06
9	31	---					6e-06
10	11	---					6e-06
10	12	---					6e-06
10	13	---					6e-06
10	14	---					6e-06
10	15	---					6e-06
10	16	---					6e-06
10	17	---					6e-06
10	18	---					6e-06
10	19	---					6e-06
10	20	---					6e-06
10	21	---					6e-06
10	22	---					6e-06
10	23	---					6e-06
10	24	---					6e-06
10	25	---					5e-06
10	26	---					6e-06
10	27	---					6e-06
10	28	---					6e-06
10	29	---					6e-06
10	30	---					6e-06
10	31	---					6e-06
11	12	---					6e-06
11	13	---					5e-06
11	14	---					6e-06
11	15	---					6e-06
11	16	---					6e-06
11	17	---					6e-06
11	18	---					6e-06
11	19	---					5e-06
11	20	---					6e-06
11	21	---					6e-06
11	22	---					6e-06
11	23	---					6e-06
11	24	---					5e-06
11	25	---					1.1e-05
11	26	---					6e-06
11	27	---					6e-06
11	28	---					6e-06
11	29	---					6e-06
11	30	---					6e-06
11	31	---					6e-06
12	13	---					6e-06
12	14	---					6e-06
12	15	---					6e-06
12	16	---					6e-06
12	17	---					6e-06
12	18	---					6e-06
12	19	---					6e-06
12	20	---					6e-06
12	21	---					6e-06
12	22	---					6e-06
12	23	---					6e-06
12	24	---					6e-06
12	25	---					6e-06
12	26	---					6e-06
12	27	---					7e-06
12	28	---					6e-06
12	29	---					6e-06
12	30	---					6e-06
12	31	---					6e-06
13	14	---					5e-06
13	15	---					6e-06
13	16	---					6e-06
13	17	---					6e-06
13	18	---					6e-06
13	19	---					6e-06
13	20	---					6e-06
13	21	---					6e-06
13	22	---					6e-06
13	23	---					6e-06
13	24	---					6e-06
13	25	---					6e-06
13	26	---					6e-06
13	27	---					6e-06
13	28	---					6e-06
13	29	---					6e-06
13	30	---					6e-06
13	31	---					6e-06
14	15	---					6e-06
14	16	---					6e-06
14	17	---					6e-06
14	18	---					6e-06
14	19	---					6e-06
14	20	---					6e-06
14	21	---					6e-06
14	22	---					6e-06
14	23	---					6e-06
14	24	---					6e-06
14	25	---					6e-06
14	26	---					6e-06
14	27	---					5e-06
14	28	---					6e-06
14	29	---					6e-06
14	30	---					6e-06
14	31	---					6e-06
15	16	---					6e-06
15	17	---					6e-06
15	18	---					6e-06
15	19	---					6e-06
15	20	---					6e-06
15	21	---					6e-06
15	22	---					6e-06
15	23	---					6e-06
15	24	---					6e-06
15	25	---					6e-06
15	26	---					6e-06
15	27	---					6e-06
15	28	---					6e-06
15	29	---					6e-06
15	30	---					6e-06
15	31	---					6e-06
16	17	---					6e-06
16	18	---					6e-06
16	19	---					5e-06
16	20	---					6e-06
16	21	---					6e-06
16	22	---					6e-06
16	23	---					6e-06
16	24	---					6e-06
16	25	---					6e-06
16	26	---					6e-06
16	27	---					6e-06
16	28	---					6e-06
16	29	---					6e-06
16	30	---					6e-06
16	31	---					6e-06
17	18	---					6e-06
17	19	---					6e-06
17	20	---					6e-06
17	21	---					7e-06
17	22	---					6e-06
17	23	---					6e-06
17	24	---					6e-06
17	25	---					6e-06
17	26	---					6e-06
17	27	---					6e-06
17	28	---					6e-06
17	29	---					6e-06
17	30	---					6e-06
17	31	---					6e-06
18	19	0.0390625	0.0703125	1	1	1	9e-06
18	20	---					6e-06
18	21	---					6e-06
18	22	---					7e-06
18	23	---					6e-06
18	24	---					6e-06
18	25	---					5e-06
18	26	---					6e-06
18	27	---					6e-06
18	28	---					6e-06
18	29	---					6e-06
18	30	---					6e-06
18	31	---					6e-06
19	20	0.0390625	0.0703125	1	1	1	8e-06
19	21	0.0390625	0.0703125	1	1	1	0.000451
19	22	---					8e-06
19	23	---					6e-06
19	24	---					6e-06
19	25	---					6e-06
19	26	---					9e-06
19	27	---					7e-06
19	28	---					6e-06
19	29	---					6e-06
19	30	---					6e-06
19	31	---					6e-06
20	21	---					6e-06
20	22	---					6e-06
20	23	---					6e-06
20	24	---					5e-06
20	25	---					5e-06
20	26	---					5e-06
20	27	---					5e-06
20	28	---					5e-06
20	29	---					5e-06
20	30	---					5e-06
20	31	---					5e-06
21	22	---					5e-06
21	23	---					5e-06
21	24	---					5e-06
21	25	---					5e-06
21	26	---					5e-06
21	27	---					6e-06
21	28	---					7e-06
21	29	---					6e-06
21	30	---					6e-06
21	31	---					6e-06
22	23	---					6e-06
22	24	---					6e-06
22	25	---					6e-06
22	26	---					6e-06
22	27	---					6e-06
22	28	---					6e-06
22	29	---					2e-05
22	30	---					6e-06
22	31	---					6e-06
23	24	---					6e-06
23	25	---					7e-06
23	26	---					6e-06
23	27	---					6e-06
23	28	---					6e-06
23	29	---					6e-06
23	30	---					6e-06
23	31	---					6e-06
24	25	---					6e-06
24	26	---					6e-06
24	27	---					6e-06
24	28	---					6e-06
24	29	---					6e-06
24	30	---					5e-06
24	31	---					6e-06
25	26	---					7e-06
25	27	---					7e-06
25	28	---					6e-06
25	29	---					6e-06
25	30	---					6e-06
25	31	---					6e-06
26	27	---					6e-06
26	28	---					6e-06
26	29	---					6e-06
26	30	---					6e-06
26	31	---					6e-06
27	28	---					7e-06
27	29	---					6e-06
27	30	---					6e-06
27	31	---					6e-06
28	29	---					6e-06
28	30	---					5e-06
28	31	---					6e-06
29	30	---					6e-06
29	31	---					5e-06
30	31	---					6e-06
